Duration Used (days),Total Usage (minutes),Reason for Quitting,Cost Offered (rupees),Accepted Offer
354,12691,Unhappy,800,FALSE
157,9872,Not Useful,900,FALSE
71,2613,Others,900,FALSE
1,53,Not Useful,500,TRUE
169,11720,Unhappy,500,FALSE
65,4914,Expensive,600,TRUE
206,15674,Not Useful,600,TRUE
199,9833,Expensive,800,TRUE
158,4081,Not Useful,500,TRUE
267,18396,Not Useful,600,TRUE
256,18809,Unhappy,900,FALSE
253,20302,Expensive,800,FALSE
108,3965,Unhappy,700,TRUE
270,14618,Expensive,800,TRUE
266,16476,Expensive,500,TRUE
171,3611,Others,600,FALSE
243,7291,Unhappy,800,TRUE
152,9329,Unhappy,600,FALSE
94,4078,Not Useful,700,TRUE
331,11542,Expensive,700,FALSE
102,8634,Not Useful,600,TRUE
280,17999,Unhappy,600,TRUE
335,28013,Unhappy,700,FALSE
191,11830,Not Useful,700,FALSE
30,724,Expensive,600,TRUE
355,28626,Expensive,600,TRUE
278,11768,Others,800,FALSE
308,23201,Not Useful,800,TRUE
116,3716,Expensive,800,TRUE
348,10021,Not Useful,600,TRUE
291,13979,Unhappy,700,TRUE
3,192,Others,900,FALSE
57,5539,Unhappy,800,TRUE
41,3955,Unhappy,700,FALSE
365,29140,Expensive,700,TRUE
47,3132,Expensive,800,FALSE
17,388,Expensive,800,TRUE
215,12359,Others,500,FALSE
211,7800,Expensive,900,FALSE
354,27207,Expensive,500,FALSE
3,227,Not Useful,800,TRUE
155,9930,Expensive,900,FALSE
199,7130,Unhappy,600,TRUE
123,9747,Expensive,800,TRUE
362,21105,Others,900,TRUE
89,5179,Expensive,600,TRUE
186,8226,Unhappy,500,TRUE
142,6042,Expensive,500,TRUE
276,10909,Unhappy,800,TRUE
302,19718,Not Useful,800,TRUE
209,20538,Not Useful,900,FALSE
235,13570,Others,500,TRUE
228,20892,Others,900,FALSE
361,24377,Expensive,900,FALSE
47,1099,Unhappy,700,TRUE
22,1826,Unhappy,700,TRUE
286,15226,Expensive,800,TRUE
198,5776,Expensive,600,TRUE
318,24256,Not Useful,900,FALSE
338,17599,Expensive,800,FALSE
125,4938,Expensive,700,TRUE
139,6110,Expensive,800,FALSE
46,1785,Expensive,700,FALSE
338,26034,Unhappy,500,FALSE
222,16370,Expensive,800,FALSE
67,2788,Expensive,600,TRUE
166,3684,Unhappy,700,FALSE
41,3516,Unhappy,900,FALSE
162,7482,Expensive,800,TRUE
275,10225,Not Useful,800,TRUE
246,17699,Not Useful,500,TRUE
223,18684,Not Useful,500,FALSE
109,9644,Expensive,800,TRUE
162,12692,Others,900,TRUE
353,28812,Unhappy,700,TRUE
108,6296,Expensive,700,TRUE
155,8305,Not Useful,800,TRUE
248,23765,Expensive,600,TRUE
362,31088,Expensive,700,TRUE
271,17000,Not Useful,900,FALSE
92,3465,Expensive,700,TRUE
236,9653,Others,800,TRUE
315,28728,Expensive,600,TRUE
275,26226,Expensive,700,TRUE
248,22167,Others,900,FALSE
34,1998,Expensive,700,FALSE
287,8520,Expensive,600,TRUE
279,13047,Unhappy,500,FALSE
304,17480,Unhappy,500,TRUE
122,11545,Expensive,900,FALSE
233,16832,Not Useful,900,FALSE
167,12571,Expensive,900,FALSE
170,5880,Not Useful,500,TRUE
307,15514,Expensive,600,TRUE
127,6325,Unhappy,800,TRUE
356,16023,Unhappy,700,TRUE
174,10472,Unhappy,500,FALSE
10,990,Unhappy,600,TRUE
78,4609,Others,600,TRUE
250,20628,Expensive,800,TRUE
228,9683,Unhappy,900,TRUE
216,13816,Expensive,900,FALSE
56,3561,Unhappy,500,TRUE
110,3222,Unhappy,900,FALSE
70,4066,Unhappy,700,TRUE
85,7769,Unhappy,700,TRUE
306,17972,Unhappy,500,TRUE
21,559,Expensive,900,TRUE
154,13995,Expensive,700,FALSE
289,23884,Not Useful,900,TRUE
97,7922,Expensive,700,FALSE
154,13759,Others,600,TRUE
283,26577,Others,500,TRUE
220,9915,Expensive,800,TRUE
109,9598,Others,500,TRUE
38,1018,Expensive,700,TRUE
87,7575,Unhappy,800,FALSE
206,8777,Unhappy,600,FALSE
279,18391,Not Useful,500,TRUE
138,5958,Unhappy,500,TRUE
341,31187,Expensive,600,TRUE
194,10066,Others,600,TRUE
363,31393,Expensive,800,TRUE
312,14963,Expensive,700,TRUE
244,7427,Unhappy,800,TRUE
99,5881,Expensive,600,FALSE
122,11969,Expensive,600,TRUE
86,2358,Unhappy,600,TRUE
80,1646,Unhappy,600,TRUE
128,3574,Unhappy,600,FALSE
295,28301,Unhappy,600,TRUE
291,15689,Expensive,700,TRUE
258,17890,Not Useful,600,TRUE
240,11291,Expensive,700,TRUE
296,19909,Expensive,500,FALSE
83,3867,Unhappy,800,TRUE
12,701,Unhappy,900,FALSE
264,19675,Unhappy,600,TRUE
328,20375,Not Useful,800,TRUE
205,14525,Expensive,800,TRUE
37,3001,Expensive,700,TRUE
100,5046,Expensive,900,FALSE
184,14145,Expensive,900,FALSE
90,4550,Expensive,900,FALSE
223,11623,Expensive,800,FALSE
26,764,Expensive,900,FALSE
238,6396,Not Useful,900,FALSE
10,423,Unhappy,500,TRUE
68,3865,Expensive,900,FALSE
85,2747,Not Useful,800,FALSE
265,24250,Not Useful,500,TRUE
323,10013,Others,700,FALSE
46,1345,Expensive,500,TRUE
230,8392,Expensive,900,TRUE
198,7248,Unhappy,600,FALSE
40,2580,Expensive,900,TRUE
287,17492,Expensive,500,TRUE
345,21680,Unhappy,500,TRUE
95,5845,Not Useful,500,TRUE
112,9463,Unhappy,500,TRUE
4,278,Expensive,900,FALSE
147,14646,Expensive,500,FALSE
213,11712,Unhappy,700,TRUE
116,2835,Not Useful,600,FALSE
6,376,Unhappy,600,FALSE
268,24434,Others,600,TRUE
148,5601,Expensive,600,TRUE
118,11532,Others,800,FALSE
121,5360,Unhappy,900,FALSE
219,9453,Expensive,600,TRUE
20,1697,Others,800,TRUE
289,13205,Others,500,TRUE
179,6949,Unhappy,900,FALSE
190,14547,Unhappy,800,FALSE
193,10377,Unhappy,800,TRUE
210,16137,Expensive,500,FALSE
263,22945,Unhappy,800,FALSE
138,11079,Expensive,600,FALSE
196,9965,Unhappy,700,TRUE
308,20927,Expensive,500,TRUE
337,16242,Expensive,600,TRUE
160,5906,Unhappy,500,FALSE
88,7964,Not Useful,800,FALSE
46,1055,Unhappy,700,TRUE
143,4097,Unhappy,600,TRUE
204,8858,Expensive,500,TRUE
77,5411,Expensive,800,FALSE
197,13845,Unhappy,800,FALSE
359,25970,Expensive,800,TRUE
229,20032,Not Useful,600,TRUE
290,22543,Unhappy,700,FALSE
234,14036,Not Useful,900,FALSE
354,21572,Not Useful,800,TRUE
34,1525,Unhappy,700,TRUE
217,10142,Not Useful,500,TRUE
266,19726,Expensive,800,FALSE
19,1637,Others,500,TRUE
98,6847,Expensive,900,FALSE
289,8096,Others,700,TRUE
171,4572,Not Useful,700,FALSE
159,10872,Not Useful,500,TRUE
104,7432,Expensive,700,TRUE
151,6498,Expensive,900,TRUE
175,11918,Expensive,500,TRUE
344,12245,Expensive,600,TRUE
237,21213,Expensive,600,TRUE
256,20620,Expensive,600,TRUE
179,9096,Not Useful,500,TRUE
121,2829,Not Useful,900,FALSE
254,20360,Unhappy,600,FALSE
189,4994,Expensive,700,TRUE
251,15294,Unhappy,600,TRUE
244,9410,Unhappy,700,TRUE
124,12175,Expensive,900,TRUE
265,6831,Expensive,600,TRUE
338,18793,Not Useful,900,TRUE
216,12356,Expensive,900,FALSE
184,10154,Expensive,700,TRUE
34,1302,Unhappy,900,FALSE
220,5980,Unhappy,900,FALSE
12,385,Expensive,500,TRUE
252,13086,Expensive,700,TRUE
215,17370,Not Useful,500,TRUE
262,19910,Expensive,500,TRUE
25,2490,Not Useful,800,TRUE
78,3205,Expensive,900,FALSE
85,5772,Expensive,800,TRUE
286,21821,Not Useful,900,FALSE
128,4400,Others,700,FALSE
288,10009,Expensive,700,TRUE
312,27595,Not Useful,500,TRUE
325,23552,Expensive,900,TRUE
219,14356,Expensive,800,TRUE
226,20203,Expensive,900,TRUE
177,16309,Expensive,600,FALSE
289,9637,Unhappy,700,TRUE
46,4188,Unhappy,500,TRUE
251,12783,Not Useful,500,TRUE
30,1967,Unhappy,700,FALSE
30,1216,Not Useful,800,FALSE
335,31815,Unhappy,500,TRUE
12,976,Unhappy,500,FALSE
301,24870,Expensive,800,FALSE
141,10887,Expensive,800,TRUE
184,5302,Unhappy,900,FALSE
192,14329,Not Useful,700,FALSE
239,7425,Unhappy,800,TRUE
265,8707,Not Useful,800,FALSE
81,1793,Expensive,600,TRUE
291,20767,Not Useful,500,TRUE
91,4321,Not Useful,700,FALSE
338,26453,Not Useful,600,TRUE
249,24757,Others,900,TRUE
54,1411,Unhappy,500,TRUE
223,14340,Expensive,800,TRUE
34,1207,Unhappy,600,TRUE
203,12925,Expensive,700,TRUE
23,1810,Expensive,500,FALSE
152,5970,Expensive,700,FALSE
262,12197,Unhappy,600,TRUE
363,23308,Not Useful,500,TRUE
228,9168,Unhappy,500,TRUE
125,7006,Expensive,800,TRUE
223,17587,Others,900,FALSE
259,14558,Expensive,500,TRUE
224,14501,Unhappy,900,TRUE
88,4912,Unhappy,600,TRUE
144,9504,Unhappy,800,TRUE
37,3649,Expensive,800,FALSE
358,34713,Expensive,700,FALSE
53,3377,Not Useful,900,TRUE
172,14126,Expensive,700,TRUE
162,15781,Expensive,700,FALSE
304,11134,Not Useful,700,FALSE
98,8070,Unhappy,500,TRUE
95,5264,Unhappy,600,TRUE
172,16213,Expensive,600,TRUE
195,11902,Unhappy,600,TRUE
75,6101,Expensive,700,TRUE
304,21132,Not Useful,900,TRUE
83,3500,Others,900,FALSE
336,11921,Others,900,FALSE
345,14132,Not Useful,900,FALSE
351,27406,Expensive,700,TRUE
344,15118,Not Useful,500,TRUE
237,6729,Unhappy,500,TRUE
184,11330,Unhappy,800,TRUE
215,15574,Unhappy,600,TRUE
122,9612,Expensive,800,FALSE
43,2432,Expensive,500,TRUE
217,10533,Unhappy,700,TRUE
262,13706,Expensive,800,TRUE
355,11027,Others,500,FALSE
55,3306,Others,800,TRUE
104,5539,Not Useful,600,TRUE
245,11069,Not Useful,700,FALSE
285,6950,Expensive,900,FALSE
7,604,Unhappy,900,FALSE
175,9209,Expensive,800,FALSE
95,3838,Expensive,700,TRUE
52,3122,Not Useful,600,TRUE
223,6924,Expensive,900,TRUE
320,8326,Expensive,800,FALSE
79,4202,Unhappy,600,TRUE
193,8328,Unhappy,500,FALSE
104,3661,Expensive,500,TRUE
360,18846,Not Useful,900,FALSE
80,4689,Unhappy,500,TRUE
338,19486,Expensive,700,FALSE
13,619,Unhappy,800,TRUE
221,7424,Expensive,700,TRUE
281,6284,Unhappy,800,FALSE
40,1789,Unhappy,900,FALSE
276,27300,Unhappy,500,TRUE
1,57,Others,800,TRUE
288,9259,Expensive,900,FALSE
91,5976,Expensive,800,TRUE
353,28710,Unhappy,500,TRUE
16,1167,Expensive,500,TRUE
344,11786,Others,600,FALSE
162,12645,Expensive,500,TRUE
274,24363,Unhappy,900,FALSE
199,11977,Unhappy,900,FALSE
107,4172,Expensive,900,TRUE
186,16748,Expensive,600,TRUE
237,10568,Expensive,800,TRUE
252,11163,Expensive,600,TRUE
234,19202,Not Useful,800,FALSE
279,24589,Unhappy,800,FALSE
207,5207,Others,800,TRUE
245,7806,Unhappy,500,TRUE
278,17355,Others,600,FALSE
96,1947,Expensive,900,FALSE
353,14694,Not Useful,800,TRUE
361,27086,Not Useful,800,TRUE
355,19118,Expensive,700,TRUE
91,3998,Expensive,600,TRUE
157,10588,Expensive,500,FALSE
175,15519,Expensive,500,TRUE
147,13074,Others,900,FALSE
87,6845,Expensive,900,FALSE
166,12146,Unhappy,600,TRUE
280,20460,Expensive,600,TRUE
169,14041,Not Useful,700,FALSE
272,12546,Unhappy,900,TRUE
173,6464,Unhappy,600,TRUE
234,14263,Not Useful,900,TRUE
112,8470,Not Useful,500,TRUE
134,4656,Expensive,800,TRUE
228,19637,Unhappy,800,TRUE
65,6273,Not Useful,900,FALSE
94,1899,Unhappy,900,FALSE
81,6810,Unhappy,800,TRUE
8,321,Expensive,900,FALSE
191,16834,Unhappy,600,TRUE
172,11862,Not Useful,500,TRUE
268,22906,Expensive,500,TRUE
351,28560,Expensive,700,TRUE
86,8244,Unhappy,600,TRUE
118,8792,Others,800,TRUE
125,6240,Expensive,600,TRUE
30,2765,Others,500,FALSE
182,5106,Expensive,600,TRUE
206,16956,Expensive,700,FALSE
260,25694,Expensive,900,FALSE
360,11929,Unhappy,700,TRUE
325,24068,Expensive,600,TRUE
320,23667,Expensive,600,TRUE
44,3062,Unhappy,900,FALSE
187,9419,Unhappy,700,FALSE
133,5920,Expensive,900,TRUE
358,10534,Expensive,800,TRUE
2,42,Unhappy,800,FALSE
195,13262,Unhappy,900,FALSE
100,9069,Not Useful,800,TRUE
308,15885,Others,900,FALSE
4,325,Not Useful,700,TRUE
24,717,Unhappy,500,TRUE
73,5688,Not Useful,800,FALSE
190,8993,Expensive,700,FALSE
227,17228,Expensive,600,TRUE
248,11027,Expensive,700,TRUE
121,8761,Expensive,500,TRUE
85,6655,Unhappy,600,TRUE
264,9842,Unhappy,500,TRUE
142,11154,Unhappy,500,TRUE
67,5494,Not Useful,700,FALSE
265,9211,Not Useful,700,TRUE
66,4083,Expensive,900,FALSE
9,690,Others,700,FALSE
330,17106,Others,900,TRUE
346,30525,Unhappy,900,TRUE
68,6286,Expensive,900,FALSE
161,14948,Expensive,700,FALSE
218,11066,Expensive,800,TRUE
295,28947,Expensive,500,FALSE
144,13409,Not Useful,900,FALSE
180,10953,Unhappy,700,TRUE
87,5911,Unhappy,800,TRUE
243,23131,Unhappy,800,FALSE
263,8790,Unhappy,800,TRUE
64,4174,Not Useful,700,TRUE
270,11655,Unhappy,600,FALSE
236,13235,Expensive,700,TRUE
101,3442,Not Useful,500,TRUE
135,9153,Unhappy,700,TRUE
364,19826,Expensive,700,TRUE
331,15452,Expensive,900,TRUE
31,900,Expensive,900,FALSE
345,28436,Expensive,900,FALSE
259,22797,Unhappy,600,FALSE
110,5635,Unhappy,700,TRUE
131,10717,Expensive,800,FALSE
15,1165,Expensive,900,TRUE
2,115,Expensive,500,TRUE
104,9129,Expensive,500,TRUE
288,9977,Unhappy,800,TRUE
359,34727,Expensive,500,TRUE
238,12458,Unhappy,600,TRUE
326,27637,Not Useful,800,TRUE
133,12138,Others,900,FALSE
27,1304,Unhappy,700,TRUE
141,14067,Expensive,800,FALSE
165,9378,Expensive,900,FALSE
61,2135,Unhappy,500,TRUE
58,4137,Expensive,500,TRUE
215,16714,Expensive,700,TRUE
6,532,Unhappy,500,TRUE
306,8861,Expensive,800,FALSE
138,10316,Others,700,TRUE
361,34972,Expensive,700,FALSE
89,8332,Expensive,800,TRUE
308,22076,Expensive,800,FALSE
241,7833,Expensive,600,FALSE
45,4483,Expensive,600,TRUE
349,30111,Unhappy,600,TRUE
42,2813,Expensive,900,TRUE
166,12623,Expensive,500,TRUE
66,2290,Unhappy,900,FALSE
251,19574,Not Useful,800,TRUE
24,683,Unhappy,500,TRUE
273,13991,Others,900,TRUE
47,3898,Expensive,500,TRUE
126,8131,Unhappy,800,TRUE
258,5623,Expensive,900,TRUE
188,11979,Expensive,900,FALSE
189,17305,Expensive,600,TRUE
8,719,Unhappy,800,TRUE
94,2545,Expensive,600,FALSE
208,11294,Not Useful,800,FALSE
55,5485,Expensive,700,TRUE
5,141,Others,900,TRUE
186,14937,Expensive,900,FALSE
362,30628,Expensive,900,TRUE
362,32017,Unhappy,600,TRUE
110,9020,Not Useful,500,FALSE
175,3903,Expensive,900,FALSE
32,2502,Expensive,800,FALSE
123,8348,Not Useful,500,TRUE
21,1588,Not Useful,500,TRUE
91,5770,Unhappy,500,TRUE
33,1650,Others,700,TRUE
88,3311,Not Useful,800,FALSE
100,9551,Expensive,800,FALSE
37,3259,Unhappy,500,TRUE
125,10951,Not Useful,800,TRUE
144,7633,Expensive,800,TRUE
232,23026,Not Useful,500,TRUE
97,2487,Unhappy,500,TRUE
323,23422,Not Useful,900,FALSE
56,3002,Expensive,700,FALSE
354,9116,Expensive,600,FALSE
25,1159,Expensive,800,FALSE
52,4182,Unhappy,700,FALSE
302,29070,Expensive,700,FALSE
61,4913,Unhappy,700,TRUE
286,14653,Expensive,500,FALSE
175,16339,Not Useful,500,TRUE
99,5074,Expensive,600,TRUE
102,3027,Expensive,900,FALSE
59,1243,Unhappy,900,FALSE
73,3859,Expensive,500,TRUE
250,20652,Unhappy,900,FALSE
113,5578,Not Useful,500,FALSE
7,645,Others,800,TRUE
152,13777,Expensive,700,TRUE
186,13383,Expensive,600,TRUE
314,23714,Unhappy,700,TRUE
222,18131,Not Useful,900,FALSE
18,602,Expensive,700,TRUE
217,17314,Expensive,500,TRUE
52,1917,Expensive,700,TRUE
121,8001,Others,500,TRUE
22,1506,Unhappy,500,FALSE
263,23112,Expensive,700,TRUE
301,12394,Not Useful,500,FALSE
41,1870,Unhappy,500,TRUE
7,316,Not Useful,700,TRUE
356,21212,Expensive,900,FALSE
306,21934,Unhappy,800,TRUE
333,7354,Not Useful,700,TRUE
326,12146,Expensive,800,TRUE
62,4222,Others,800,TRUE
148,3961,Unhappy,800,FALSE
197,8039,Expensive,900,TRUE
200,14992,Unhappy,500,FALSE
3,164,Others,600,TRUE
231,9409,Expensive,600,TRUE
364,9815,Expensive,500,TRUE
163,12017,Not Useful,800,TRUE
117,3135,Expensive,700,FALSE
143,10152,Unhappy,700,FALSE
29,2321,Expensive,500,FALSE
15,935,Unhappy,500,TRUE
261,12913,Expensive,700,TRUE
279,9544,Unhappy,700,TRUE
304,27831,Unhappy,600,FALSE
85,6615,Unhappy,800,FALSE
94,6789,Expensive,600,TRUE
297,19699,Expensive,700,TRUE
83,6299,Unhappy,500,TRUE
37,1715,Unhappy,700,TRUE
349,14232,Unhappy,600,TRUE
35,715,Others,900,TRUE
193,19074,Unhappy,600,TRUE
111,2438,Not Useful,900,TRUE
66,2033,Expensive,800,TRUE
208,12971,Not Useful,600,TRUE
280,24365,Expensive,800,FALSE
122,2519,Unhappy,500,TRUE
123,7840,Expensive,700,FALSE
269,11596,Not Useful,500,TRUE
161,8132,Unhappy,900,FALSE
295,14612,Expensive,700,FALSE
152,5848,Unhappy,900,TRUE
37,1873,Expensive,500,TRUE
205,4751,Unhappy,900,TRUE
279,23257,Expensive,600,TRUE
263,12506,Unhappy,600,TRUE
136,4239,Unhappy,900,FALSE
53,1093,Unhappy,700,TRUE
74,5365,Not Useful,900,TRUE
1,42,Expensive,900,FALSE
156,14658,Others,800,FALSE
276,13983,Unhappy,800,TRUE
88,4094,Expensive,700,TRUE
252,19239,Unhappy,800,TRUE
78,4156,Unhappy,500,TRUE
209,7390,Not Useful,600,TRUE
199,10263,Expensive,700,FALSE
68,4265,Unhappy,500,TRUE
67,4310,Not Useful,500,TRUE
311,15532,Unhappy,900,FALSE
153,14151,Unhappy,600,TRUE
310,19529,Expensive,900,TRUE
145,14062,Not Useful,800,FALSE
160,6070,Unhappy,600,TRUE
169,12974,Expensive,700,FALSE
340,27516,Unhappy,500,TRUE
4,212,Unhappy,500,TRUE
124,6095,Not Useful,500,TRUE
151,14168,Not Useful,600,TRUE
115,5023,Unhappy,900,FALSE
203,11452,Expensive,600,TRUE
126,8705,Others,500,TRUE
362,23286,Expensive,900,TRUE
74,6888,Others,900,FALSE
26,1880,Unhappy,900,FALSE
270,8674,Unhappy,900,TRUE
175,12909,Expensive,900,FALSE
130,3869,Unhappy,600,TRUE
171,13224,Others,700,TRUE
245,15843,Others,600,TRUE
50,2915,Unhappy,700,TRUE
329,19457,Not Useful,900,FALSE
223,14596,Expensive,500,TRUE
200,12887,Expensive,500,TRUE
67,3572,Expensive,700,TRUE
291,20651,Not Useful,900,TRUE
316,21826,Unhappy,500,TRUE
84,6873,Expensive,900,FALSE
99,2152,Expensive,500,TRUE
167,7605,Not Useful,700,FALSE
297,14149,Expensive,600,TRUE
271,23573,Unhappy,700,FALSE
169,8369,Not Useful,600,TRUE
31,1690,Expensive,500,TRUE
346,8488,Unhappy,900,FALSE
239,18417,Unhappy,600,TRUE
89,4368,Expensive,600,TRUE
56,1607,Unhappy,500,TRUE
64,2181,Expensive,800,TRUE
289,20912,Unhappy,700,FALSE
296,22542,Expensive,900,TRUE
89,4415,Expensive,700,FALSE
363,33474,Expensive,900,TRUE
55,1619,Not Useful,500,TRUE
152,3827,Expensive,800,FALSE
226,14266,Expensive,700,FALSE
138,4721,Unhappy,700,FALSE
352,15143,Others,900,FALSE
30,2404,Unhappy,900,FALSE
171,11214,Others,600,TRUE
270,19377,Expensive,900,TRUE
205,20431,Not Useful,500,TRUE
108,9832,Expensive,800,TRUE
52,3095,Unhappy,900,FALSE
357,20669,Not Useful,600,FALSE
292,18304,Unhappy,500,TRUE
13,961,Unhappy,900,TRUE
125,9148,Expensive,500,TRUE
241,18925,Others,900,FALSE
33,3296,Expensive,700,TRUE
123,3878,Expensive,700,TRUE
238,19464,Expensive,900,FALSE
23,506,Unhappy,600,FALSE
221,6350,Unhappy,500,TRUE
354,32525,Expensive,700,TRUE
81,3915,Not Useful,700,FALSE
19,1642,Not Useful,700,TRUE
102,3894,Expensive,900,TRUE
136,11204,Unhappy,800,TRUE
133,12970,Others,800,FALSE
166,10404,Expensive,800,TRUE
123,8824,Others,600,TRUE
342,17155,Unhappy,600,FALSE
172,5768,Expensive,800,TRUE
275,13031,Expensive,900,FALSE
360,23058,Expensive,700,FALSE
325,19416,Expensive,500,TRUE
74,4151,Expensive,500,TRUE
324,11367,Expensive,500,TRUE
302,10447,Unhappy,600,TRUE
177,9695,Expensive,900,FALSE
186,11246,Not Useful,900,FALSE
201,6793,Not Useful,800,TRUE
350,26073,Expensive,900,FALSE
186,12779,Expensive,900,FALSE
243,11389,Unhappy,600,TRUE
8,800,Expensive,800,FALSE
195,14104,Others,700,FALSE
217,5839,Expensive,700,TRUE
59,1627,Unhappy,900,FALSE
112,3462,Unhappy,900,FALSE
180,13632,Unhappy,600,TRUE
123,10967,Unhappy,500,TRUE
325,31945,Unhappy,700,TRUE
297,20728,Not Useful,500,TRUE
139,4936,Unhappy,800,TRUE
333,18294,Unhappy,500,TRUE
223,10879,Not Useful,500,TRUE
336,15808,Unhappy,600,TRUE
303,8142,Unhappy,500,TRUE
43,4105,Expensive,900,FALSE
253,8571,Expensive,900,FALSE
24,1501,Others,800,FALSE
40,2985,Unhappy,600,TRUE
11,1011,Expensive,800,FALSE
119,8483,Not Useful,700,TRUE
209,18904,Unhappy,500,TRUE
167,12834,Unhappy,900,FALSE
355,16090,Expensive,500,TRUE
182,12384,Expensive,500,TRUE
322,23926,Unhappy,500,TRUE
298,18644,Expensive,900,FALSE
91,2876,Unhappy,700,FALSE
60,5808,Not Useful,800,TRUE
9,314,Unhappy,600,TRUE
242,11298,Not Useful,900,TRUE
137,7449,Others,900,FALSE
109,9580,Expensive,500,TRUE
348,14231,Expensive,500,TRUE
123,6896,Expensive,500,TRUE
147,13204,Expensive,700,TRUE
350,10007,Others,900,FALSE
86,7239,Expensive,800,FALSE
31,2430,Unhappy,600,TRUE
108,2499,Expensive,800,TRUE
140,9900,Expensive,500,TRUE
325,23511,Not Useful,600,TRUE
251,25035,Unhappy,500,TRUE
62,5075,Others,600,TRUE
102,6856,Unhappy,900,FALSE
39,2213,Not Useful,600,FALSE
218,10393,Others,600,TRUE
308,10639,Expensive,500,TRUE
4,360,Not Useful,900,FALSE
344,10880,Unhappy,700,TRUE
75,6208,Not Useful,900,FALSE
195,7469,Unhappy,500,TRUE
49,3580,Not Useful,500,TRUE
13,1077,Expensive,600,TRUE
188,3973,Expensive,500,FALSE
271,9240,Expensive,700,TRUE
79,1629,Expensive,600,TRUE
330,30026,Expensive,500,TRUE
334,25351,Expensive,600,TRUE
303,8261,Expensive,700,FALSE
67,2407,Unhappy,600,TRUE
34,3363,Not Useful,500,TRUE
255,16508,Others,900,TRUE
79,5460,Expensive,900,FALSE
311,25467,Expensive,900,FALSE
60,2131,Expensive,700,TRUE
56,1604,Not Useful,500,TRUE
308,18208,Expensive,900,FALSE
243,11239,Expensive,700,TRUE
206,6246,Expensive,500,TRUE
153,13308,Expensive,500,TRUE
195,6712,Others,800,TRUE
299,24546,Unhappy,900,FALSE
234,15988,Others,700,FALSE
345,31743,Unhappy,700,TRUE
269,12630,Not Useful,800,TRUE
355,32963,Unhappy,900,TRUE
1,67,Expensive,900,FALSE
185,6284,Expensive,500,FALSE
344,20477,Unhappy,800,FALSE
81,5349,Expensive,800,TRUE
228,21554,Expensive,600,FALSE
304,18305,Unhappy,600,TRUE
156,11811,Expensive,900,FALSE
331,20587,Expensive,800,FALSE
35,3086,Expensive,600,TRUE
348,19892,Others,900,FALSE
9,674,Unhappy,700,TRUE
201,12933,Others,600,TRUE
239,16498,Expensive,500,FALSE
289,22814,Others,600,TRUE
9,359,Others,600,TRUE
145,6210,Not Useful,800,TRUE
345,17503,Expensive,900,FALSE
351,8414,Not Useful,900,FALSE
275,9886,Unhappy,600,TRUE
165,15593,Expensive,800,TRUE
123,6342,Not Useful,700,FALSE
300,27214,Not Useful,900,FALSE
163,11761,Unhappy,500,TRUE
306,21605,Not Useful,900,FALSE
81,4891,Expensive,800,TRUE
205,10403,Not Useful,700,TRUE
75,6143,Unhappy,800,FALSE
287,23776,Expensive,600,TRUE
301,14160,Unhappy,500,FALSE
154,5649,Not Useful,700,TRUE
24,1251,Unhappy,700,FALSE
134,7793,Not Useful,700,FALSE
279,9608,Expensive,600,TRUE
132,9766,Expensive,700,FALSE
290,17639,Unhappy,500,TRUE
14,441,Not Useful,600,TRUE
8,184,Expensive,800,TRUE
244,14375,Unhappy,900,FALSE
14,1201,Expensive,600,FALSE
343,19113,Unhappy,800,FALSE
300,24699,Unhappy,800,TRUE
99,5263,Expensive,500,TRUE
93,6294,Expensive,700,FALSE
78,4259,Unhappy,800,TRUE
218,14631,Unhappy,700,TRUE
151,11702,Not Useful,800,TRUE
147,8463,Expensive,900,FALSE
324,15331,Not Useful,800,FALSE
346,32161,Unhappy,700,FALSE
245,24200,Expensive,900,FALSE
227,6172,Unhappy,600,TRUE
74,5105,Unhappy,800,FALSE
35,1774,Unhappy,600,TRUE
353,21488,Expensive,500,TRUE
299,15886,Expensive,600,FALSE
110,8894,Unhappy,700,FALSE
153,7934,Expensive,800,TRUE
258,17940,Expensive,800,FALSE
207,14283,Expensive,500,TRUE
335,15233,Unhappy,500,FALSE
96,6090,Expensive,700,FALSE
183,15124,Expensive,600,TRUE
89,7424,Expensive,500,TRUE
11,396,Unhappy,600,TRUE
310,19166,Others,700,FALSE
100,7006,Expensive,900,FALSE
154,12908,Unhappy,500,TRUE
329,32513,Expensive,800,TRUE
156,15587,Not Useful,800,FALSE
276,24879,Unhappy,600,FALSE
214,15169,Not Useful,900,TRUE
225,17273,Not Useful,800,FALSE
329,20719,Not Useful,900,FALSE
295,10981,Unhappy,800,FALSE
37,3675,Not Useful,800,FALSE
89,2058,Expensive,500,TRUE
87,8399,Not Useful,900,FALSE
156,3439,Expensive,900,FALSE
72,4361,Unhappy,700,TRUE
33,2478,Expensive,600,TRUE
143,5774,Expensive,600,TRUE
25,2233,Expensive,600,TRUE
334,13561,Not Useful,900,FALSE
94,5458,Expensive,700,FALSE
61,5287,Not Useful,800,TRUE
228,10291,Unhappy,500,TRUE
176,6619,Unhappy,600,TRUE
5,113,Not Useful,700,FALSE
184,3825,Unhappy,700,TRUE
143,8296,Unhappy,600,FALSE
174,4130,Expensive,900,TRUE
333,18178,Not Useful,800,TRUE
151,7832,Not Useful,800,FALSE
